scenario,setting,value,label,cutoffdate,runkey,application,jobid
IR1 Corp +50bps (ex VA),IR1 Corporate Spread (bps),50.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps (ex VA),IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),SII_noVA_curve,"",SII_T_noVA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),SII_curve,"",SII_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),Mortgage_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),Asset_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),MR1 Interest rate (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),EIOPA VA (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IR1 Corporate Spread (bps),-50.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps (ex VA),IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_VA_12dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_VA_12dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,SII_noVA_curve,"",SII_T_noVA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,SII_curve,"",SII_T_VA_12dn,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,Mortgage_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,Asset_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,MR1 Interest rate (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,EIOPA VA (bps),-12.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IR1 Corporate Spread (bps),-50.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp -50bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_VA_12up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_VA_12up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,SII_noVA_curve,"",SII_T_noVA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,SII_curve,"",SII_T_VA_12up,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,Mortgage_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,Asset_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,MR1 Interest rate (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,EIOPA VA (bps),12.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IR1 Corporate Spread (bps),50.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 Corp +50bps,IR1 ABS Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,SII_noVA_curve,"",SII_T_noVA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,SII_curve,"",SII_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,Mortgage_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,Asset_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR2C Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR2C Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR2P Recovery (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR2P Disability (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR1P Mortality (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR1LT NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UR1LL NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,MR3 Currency (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,Inflation (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IAS19 curve (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,UFR (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,MR1 - Bucket end year,120.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,MR1 - Bucket start year,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,MR1 Steepening (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,MR1 Interest rate (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IR5 EU (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IR3 Amvest (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IR2 Type II Symmetric Adjuster (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IR2 Non Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IR2 Linear NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,EIOPA VA (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IR1 Sovereign Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IR1 Mortgage Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IR1 Corporate Spread (bps),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS -50bps,IR1 ABS Spread (bps),-50.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,Model-Parameters,"",2023Q1,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,MortalityShockType,"",n/a,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,UR1 scaling,"",Not applicable,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,RiskMargin Lamda Floor (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,RiskMargin Lambda,0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,RiskMargin CoC (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,Curve Convergence (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,SII_Curve_EIOPA_SIIReview,"",EIOPA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,HICP_curve,"",HICP_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,SII_onlyVA_forward_curve,"",SII_T_onlyVA_forward_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,SII_onlyVA_spot_curve,"",SII_T_onlyVA_spot_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,SII_noVA_curve,"",SII_T_noVA,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,SII_curve,"",SII_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,Mortgage_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,Asset_curve,"",Asset_T_Base,2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,LACDT (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,UR5 Expense (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,UR4 Claims (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,UR3 lapse individual life (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,UR3C Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
IR1 ABS +50bps,UR3P Mortgage Prepayment NL (%),0.0,"",2023-03-31,Sens-2023Q1,2023Q1_Sensitivities,202304061926
